chunk,question,answer
101,زلزلے کے حوالے سے چن شوزونگ کا کیا کہنا ہے؟,چن شوزونگ کا کہنا ہے کہ سیچوان زلزلے سے پہلے سالوں سے ایک زلزلے سے فعال علاقہ ہے۔
101,زلزلے کے دو مراحل کی وضاحت کس نے کی؟,زلزلے کے دو مراحل کی وضاحت یونیورسٹی آف تسوکوبا کے جاپانی زلزلہ دان یوجی یاگی نے کی۔
102,زلزلہ کتنی دیر تک جاری رہا؟,زلزلہ تقریباً دو منٹ تک جاری رہا۔
102,1995 میں جاپان میں ہونے والے زلزلے کی شدت کیا تھی؟,جاپان میں 1995 کے عظیم ہنشی زلزلے کی شدت 30 گنا تھی۔
102,اس زلزلے میں کتنے افراد ہلاک ہوئے؟,"اس زلزلے میں 6,000 سے زیادہ افراد ہلاک ہوئے۔"
102,زلزلے کے مرکز کی کم گہرائی اور آبادی کی کثافت نے کیا اثر ڈالا؟,زلزلے کے مرکز کی کم گہرائی اور آبادی کی کثافت نے زلزلے کی شدت کو بہت بڑھا دیا۔
102,زلزلے کے دوران کتنے بڑے زلزلے کے جھٹکے ریکارڈ کیے گئے؟,مرکزی زلزلے کے دوران 72 گھروں کے اندر 64 اور 104 بڑے زلزلے کے جھٹکے ریکارڈ کیے گئے۔
103,12 بجے تک چین میں زلزلے کی مجموعی تعداد کیا تھی؟,"12 بجے تک چین میں زلزلے کی مجموعی تعداد 42,719 تھی۔"
103,سب سے مضبوط زلزلے کی پیمائش کتنی تھی؟,سب سے مضبوط زلزلے کی پیمائش 6.4 MS تھی۔
103,تازہ ترین زلزلہ کب ہوا اور اس کی شدت کیا تھی؟,تازہ ترین زلزلہ 5 اگست 2008 کو ہوا تھا۔
103,چین کی ریڈ کراس سوسائٹی نے 13 مئی کو کیا کہا؟,"چین کی ریڈ کراس سوسائٹی نے کہا کہ زلزلے کے مرکز کے قریب ترین سب سے زیادہ متاثرہ علاقوں میں طبی سامان، پینے کے پانی اور کھانے کی ضرورت ہے۔"
103,زلزلے کے بعد چین میں امدادی کوششوں میں کیا شامل تھا؟,زلزلے کے بعد چین میں امدادی کوششوں میں فائر ڈیپارٹمنٹ سمیت بہت سی امدادی ٹیمیں شامل تھیں۔
104,نقد عطیہ کرنے کی سفارش کیوں کی گئی؟,نقد عطیہ کرنے کی سفارش اس لیے کی گئی کیونکہ ایسی سڑکوں تک پہنچنا ممکن نہیں تھا جو مکمل طور پر تباہ ہو گئی تھیں یا لینڈ سلائیڈنگ سے بند ہو گئی تھیں۔
104,لینڈ سلائیڈنگ نے کس چیز کو خطرے میں ڈال دیا؟,لینڈ سلائیڈنگ نے مسلسل 80 مردوں کی تلاش اور امدادی گروپ کی پیشرفت کو خطرے میں ڈال دیا۔
104,امدادی سامان کی مقدار کیا تھی؟,ہر تقریباً 40 کلومگرام امدادی سامان لیا گیا۔
104,انڈونیشیا میں کیا حالات تھے جن کی وجہ سے امدادی کارروائیاں متاثر ہوئیں؟,انڈونیشیا میں انتھائی زمین کے حالات نے ہیلی کاپٹر انخلا کے استعمال کو روک دیا۔
104,متاثرہ علاقوں میں لوگوں کو کب تک مدد نہیں ملی؟,متاثرہ علاقوں میں لوگوں کو پانچ دن تک بغیر کھانے اور پانی کے امداد نہیں ملی۔
105,زلزلوں کی شدت کا کیا پیمانہ استعمال کیا گیا ہے؟,زلزلوں کی شدت کا پیمانہ 4.0 سے 6.1 تک استعمال کیا گیا ہے۔
105,2008 میں کتنے زلزلے ریکارڈ کیے گئے تھے؟,"2008 میں مجموعی طور پر 42,719 زلزلے ریکارڈ کیے گئے تھے۔"
105,سب سے مضبوط زلزلے کی شدت کیا تھی؟,سب سے مضبوط زلزلے کی شدت 6.4 MS تھی۔
105,آخری زلزلہ کب ہوا اور اس کی شدت کیا تھی؟,"آخری زلزلہ 5 اگست، 2008 کو ہوا اور اس کی شدت M6 5 تھی۔"
105,زلزلے کا مرکز کہاں واقع تھا؟,"زلزلے کا مرکز وینچوان کاونٹی، سیچوان میں واقع تھا۔"
106,زلزلے کو کن ممالک میں محسوس کیا گیا تھا؟,زلزلے کو قریب کے ممالک میں محسوس کیا گیا تھا۔
106,زلزلے کی شدت کتنی تھی جس نے علاقے کو متاثر کیا؟,زلزلے کی شدت 6 سے زیادہ تھی۔
106,چینی اراضی دان چن شوزونگ نے کب زلزلے کے خطرے کا تجزیہ شائع کیا؟,چینی اراضی دان چن شوزونگ نے 2002 میں زلزلے کے خطرے کا تجزیہ شائع کیا۔
106,زلزلے کی شدت 7.0 سے زیادہ ہونے پر توجہ کب دی جانی چاہیے؟,زلزلے کی شدت 7.0 سے زیادہ ہونے پر توجہ 2003 کے ساتھ شروع ہو کر دی جانی چاہیے۔
106,زلزلے کے بارے میں مطالعات کی بنیاد کیا ہے؟,زلزلے کے بارے میں مطالعات کی بنیاد شماریاتی ارتباط پر رکھی گئی ہے۔
107,زلزلے کے ابتدائی ٹوپولوجی کے ماڈلز کی تعداد کتنی ہے؟,زلزلے کے ابتدائی ٹوپولوجی کے ماڈلز کی تعداد تقریباً 240 ہے۔
107,زلزلے کے حوالے سے کون سی جگہوں پر زیادہ خطرہ پایا جاتا ہے؟,زلزلے کے حوالے سے مشرقی اور جنوب مغربی سرحدوں پر زیادہ خطرہ پایا جاتا ہے۔
107,ماہرین نے کب خبردار کیا کہ آئندہ ہفتوں یا مہینوں میں زلزلے کا خطرہ بڑھ سکتا ہے؟,ماہرین نے 20 مئی کو خبردار کیا کہ آئندہ ہفتوں یا مہینوں میں زلزلے کا خطرہ بڑھ سکتا ہے۔
107,چنگدو میں عمارتوں کی حالت کیسی ہے؟,"چنگدو میں عمارتوں کی دیواروں پر دراڑیں دیکھی گئی ہیں، لیکن کوئی عمارت گر نہیں گئی۔"
107,بیجنگ میں کس واقعے کے حوالے سے آفس ناورز کو خالی کیا گیا؟,بیجنگ میں 2008 کے موسم گرما کے اولمپکس کے منتظمین کے لئے آفس ناورز کو خالی کیا گیا۔
108,اوالمپک مقامات میں کیا کوئی نقصان نہیں پہنچا؟,"جی ہاں، اوالمپک مقامات میں کوئی بھی نقصان نہیں پہنچا۔"
108,گانسو کے کونسی میں کیا واقعہ پیش آیا؟,گانسو کے کونسی میں 13 پٹرول ٹینک لے جانے والی ایک کارگو ٹرین اتر گئی اور ریل خراب ہونے کے بعد آگ لگ گئی۔
108,وزیر اعظم وین جیاباؤ نے کتنے ہیلی کاپٹروں کی تعیناتی کا حکم دیا؟,وزیر اعظم وین جیاباؤ نے اضافی 90 ہیلی کاپٹروں کی تعیناتی کا حکم دیا۔
108,امدادی کارروائیوں میں طیاروں کی کل تعداد کتنی تھی؟,امدادی کارروائیوں میں طیاروں کی کل تعداد 150 سے زیادہ ہوگئی۔
108,شنگھائی کے مالیاتی ضلع میں کیا کیا گیا؟,"شنگھائی کے مالیاتی ضلع میں دفتری عمارتوں، بشمول جین ماؤ ٹاور اور ہانگ کانگ نیو ورلڈ ٹاور کو خالی کر دیا گیا۔"
109,چنگڈو میں ہوٹل نے اپنے مہمانوں کو نکالنے کے بعد کیا کیا؟,چنگڈو میں ہوٹل نے اپنے مہمانوں کو نکالنے کے بعد چیزیں پرسکون کر دیں۔
109,سیچوان میں فورڈ پلانٹ کے کارکنوں کو کتنی دیر کے لیے خالی کیا گیا؟,سیچوان میں فورڈ پلانٹ کے کارکنوں کو تقریباً 10 منٹ کے لیے خالی کیا گیا۔
109,چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے کو کب بند کیا گیا؟,چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے کو بند کر دیا گیا تھا۔
109,کیتھی پیسیفک کی پرواز میں کیا تبدیلی آئی؟,کیتھی پیسیفک کی ایک پرواز کو تبدیل کر کے کنمنگ میں اترا تھا۔
109,بیجنگ اولمپک مشعل ریلے کے دوران کیا اعلان کیا گیا؟,بیجنگ اولمپک مشعل ریلے کے دوران اعلان کیا گیا کہ قومی صبح کے دوران ننگبو میں ہونے والی ریلے کو سوگ کی مدت کے لیے معطل کر دیا جائے گا۔
110,زلزلے کے بعد ملک میں کیا کام کیا گیا تھا؟,زلزلے کے بعد ملک میں مشعل کے راستے کو کم کیا گیا تھا۔
110,چین کی ریڈ کراس سوسائٹی نے کتنی امداد فراہم کی؟,"چین کی ریڈ کراس سوسائٹی نے 788،000 یوان (113،000 امریکی ڈالر) کی قیمت کے ساتھ 557 خیمے اور 2،500 quilts فراہم کیے۔"
110,امینی فاؤنڈیشن نے اس خطے میں کتنی امدادی رقم مختص کی؟,"امینی فاؤنڈیشن نے اس خطے میں تباہی کی امداد کے لیے 143،000 امریکی ڈالر مختص کیے۔"
110,سیچوان وزارت سول امور نے بے گھر افراد کے لیے کتنے خیمے فراہم کیے؟,"سیچوان وزارت سول امور نے بے گھر افراد کے لیے 30،000 خیمے فراہم کیے۔"
110,زلزلے نے کون سے فالٹ سسٹم کو متاثر کیا؟,"زلزلے نے لانگ مین شان فالٹ سسٹم کو متاثر کیا، جس میں کم از کم دو مربوط ڈھانچے کو توڑ دیا گیا۔"
111,زلزلے کا مرکز کہاں واقع ہے؟,زلزلے کا مرکز تقریباً 30 کلومیٹر (19 میل) شمال مشرق میں واقع ہے۔
111,بیچوان فالٹ پر اوسط سلاڈ کی پیمائش کیا ہے؟,بیچوان فالٹ پر اوسط سلاڈ تقریباً 3.5 میٹر (11 فٹ) عمودی اور 3.5 میٹر (11 فٹ) افقی ہے۔
111,زلزلے کے بعد ماہرین اور عوام نے کس بارے میں معلومات حاصل کیں؟,"ماہرین اور عوام نے اس بارے میں معلومات حاصل کیں کہ آیا زلزلے کی پیش گوئی پہلے سے کی جاسکتی ہے یا نہیں، اور زلزلے سے متعلق اعداد و شمار کا مطالعہ مستقبل میں زلزلے کی بہتر پیش گوئی کا نتیجہ بن سکتا ہے یا نہیں۔"
111,زلزلے کی پیش گوئی کی سائنس کی موجودہ حالت کیا ہے؟,زلزلے کی پیش گوئی ابھی تک قائم سائنس نہیں ہے۔
111,گوانشین-اینشین فالٹ پر اوسط سلاڈ کی پیمائش کیا ہے؟,گوانشین-اینشین فالٹ پر اوسط سلاڈ تقریباً 2 فٹ (6 فٹ) اور 2.3 میٹر (7 میٹر) افقی طور پر ہے۔
112,سائنسی برادری کا زلزلے کی پیش گوئی کے بارے میں کیا موقف ہے؟,سائنسی برادری کے اندر کوئی اتفاق رائے نہیں ہے کہ زلزلے کی پیش گوئی ممکن ہے۔
112,چین کی ریڈ کراس سوسائٹی نے زلزلے کے متاثرہ علاقوں کے بارے میں کیا کہا؟,"چین کی ریڈ کراس سوسائٹی نے کہا کہ زلزلے کے متاثرہ علاقوں کو خیموں، طبی سامان، پینے کے پانی اور کھانے کی ضرورت ہے۔"
112,زلزلے کے متاثرہ علاقوں میں امدادی کوششوں کے لیے کیا تیاریاں کی گئی ہیں؟,تائیوان سے فائربریگیڈ اور دیگر امدادی ٹیمیں امدادی کوششوں میں شامل ہونے کے لیے تیار تھیں۔
112,چین کی ریڈ کراس سوسائٹی نے نقد رقم عطیہ کرنے کی کیوں سفارش کی؟,"چین کی ریڈ کراس سوسائٹی نے نقد رقم عطیہ کرنے کی سفارش کی کیونکہ متاثرہ علاقوں تک پہنچنا ممکن نہیں تھا، جو مکمل طور پر خراب ہو چکے تھے یا زمین پھنسنے سے بند ہو گئے تھے۔"
112,زلزلے کے متاثرہ علاقوں میں کن چیزوں کی ضرورت محسوس کی گئی ہے؟,"زلزلے کے متاثرہ علاقوں میں خیموں، طبی سامان، پینے کے پانی اور کھانے کی ضرورت محسوس کی گئی ہے۔"
113,لینڈ سلاڈنگ نے کتنے مردوں کے سرچ اینڈ ریسکیو گروپ کی پیشرفت کو خطرے میں ڈال دیا؟,لینڈ سلاڈنگ نے مسلسل 80 مردوں کے سرچ اینڈ ریسکیو گروپ کی پیشرفت کو خطرے میں ڈال دیا۔
